post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,title,descr
5482814442,20160316,2016,oakland lake merritt / downtown,oakland,alameda,2050,1.0,,800,0,Mar 15 Luxury Condo near Piedmont Ave   $2050 / 1br - 800ft2 -    (oakland lake merritt / grand)   resim har.,
pre2013_9080,20110106,2011,pacific heights,san francisco,san francisco,3500,3.0,2.0,,0,$3500 / 3br - Large 3br - 2ba Top Floor Flat with Parking,
pre2013_110075,20041103,2004,san mateo,san mateo,san mateo,1400,2.0,,,0,"$1400 / 2br - 63 29TH AVENUE, SAN MATEO",
pre2013_131466,20041130,2004,oakland hills north / montclair,oakland,alameda,1850,3.0,,,0,"$1850 / 3br - Near Mormon Temple, lovely single family home ",
pre2013_125260,20040913,2004,oakland north,oakland,alameda,950,2.0,1.0,,0,"$950 / 2br - 1 bath, available immediately ",
pre2013_67941,20120525,2012,sea cliff,san francisco,san francisco,2100,2.0,,,0,$2100 / 2br - Top Floor in Small 6-Unit Building - Open Sat 11 - Noon,
pre2013_15646,20120121,2012,oakland west,oakland,alameda,745,1.0,,600,0,$745 / 1br - 600ft² - Extra LG Vict Flat nr BART. Upstairs space OPEN WED 2pm,
pre2013_157963,20060417,2006,oakland lake merritt / downtown,OAKLAND,alameda,900,1.0,1.0,,0,$900 / 1br - FREERestofMonth- WellLitUpdtdKitchBath-BargainPrice2RentFast,
4961464211,20150414,2015,diamond heights,san francisco,san francisco,3900,3.0,2.0,,0,"Three Bedroom with Laundry in unit, park garage","Contact info:Julie Van | Citywide Property Management |  show contact info3BR/2BA Apartment - San Francisco445 Burnett Ave Apt 305, San Francisco, CA 94131$3900/mo KEY FEATURESBedrooms:  3 BedsBathrooms:  2 BathsParking:  1 GarageLease Duration:  1 Year (See Details Below)Deposit:  $5850Pets Policy:  No Pets AllowedLaundry:  In UnitProperty Type:  ApartmentDESCRIPTIONThree bedroom with 2 baths and laundry in the unit.  Garage parking and located next door to the Roof Top SchoolRENTAL FEATURESLiving roomFamily roomBreakfast nookRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalFreezerBalcony, Deck, or PatioYardGardenHardwood floorTile floorFireplaceSkylightsCOMMUNITY FEATURESBarbecueGarage - AttachedLEASE TERMSOne year leaseContact info: Julie Van Citywide Property Management show contact info"
5392945880,20160108,2016,napa county,napa county,---,2047,1.0,,715,0,Oca 7 1 Bedroom Apartment Home Available at The Lodge   $2047 / 1br - 715ft2 -    (napa county)   resim har.    [×] [geri al],
4259872927,20131227,2013,pacific heights,san francisco,san francisco,13500,2.0,,,0,    Dec 26  Bay View Top Floor Furnished Condo with Private Deck ~ J.Wavro   $13500 / 2br -    (pacific heights)   pic map   ,
pre2013_53383,20120209,2012,financial district,san francisco,san francisco,8950,2.0,,,0,$8950 / 2br - Luxury Living at the St. Regis,
pre2013_30705,20110624,2011,marina / cow hollow,san francisco,san francisco,3850,2.0,,,0,$3850 / 2br - Upper Flat with 1 car parking,
pre2013_138094,20050222,2005,berkeley,berkeley,alameda,2800,4.0,,,0,$2800 / 4br - $1000 rebate March rent open Sunday 2:30-4 brand new 5 blocks to camp ,
pre2013_81509,20071025,2007,russian hill,san francisco,san francisco,7000,2.0,,,0,$7000 / 2br - LUXURY 2 BEDROOM CONDO IN THE BEST LOCATION WITH “VIEWS OF THE WORLD”,
5729767678,20160813,2016,san francisco,san francisco,san francisco,2990,1.0,,722,0,"8월 12 Easy Freeway Access, Resident wifi Lounge, Package Lockers, BBQs   $2990 / 1br - 722ft2 -    (San Francisco)   사진 지도    hide this posting  표시",
pre2013_77033,20100709,2010,napa county,napa county,---,2200,3.0,,,0,$2200 / 3br - single level; gated community,
pre2013_51560,20120123,2012,sunnyvale,sunnyvale,santa clara,2382,3.0,,1088,0,$2382 / 3br - 1088ft² - Spacious Floorplan with Fireplace and Garage Parking!,
pre2013_113143,20040616,2004,los gatos,los gatos,santa clara,1825,3.0,,,0,$1825 / 3br - McCoppin Park Ct. - house for rent,
pre2013_151231,20060225,2006,berkeley,berkeley,alameda,1850,2.0,2.0,,0,$1850 / 2br - Elmwood__ 2 bd / 2 bath ___ Private Backyard __ Parking,
pre2013_162828,20060227,2006,sonoma,sonoma,sonoma,800,1.0,,,0,$800 / 1br - Cute Country Cottage,
pre2013_118934,20040627,2004,san jose north,san jose,santa clara,2130,3.0,,,0,$1695 / 3br - North Vally Convenient Location ,
pre2013_155800,20060116,2006,marina / cow hollow,san francisco,san francisco,2200,1.0,1.0,,0,"$2200 / 1br - Marina, 1 bd, 1 bath, top flr, Edwardian, bright, hdwd, pk avail, GG v",
3610648853,20130212,2013,foster city,foster city,san mateo,2719,2.0,,1100,0,"
 

We've added stainless steel appliances, energy efficient washer/dryer
 - 
$2719 / 2br - 1100ft² - 

 (foster city)
  img map

",
5333311521,20151127,2015,san jose west,san jose,santa clara,2130,1.0,,660,0,,
pre2013_23107,20120306,2012,san jose south,san jose,santa clara,2130,4.0,2.0,,0,"$2650 / 4br -  Minutes Walking To Evergreen Valley High ,4 beds , 2 baths, SFH",
pre2013_106539,20040722,2004,san bruno,san bruno,san mateo,795,1.0,,,0,$795 / 1br - Well Maintenance Downstairs One-bdrm Unit,
pre2013_131021,20041125,2004,hayward / castro valley,hayward,alameda,995,2.0,,,0,"$995 / 2br - Downtown Hayward, near Calstate/Chabot colleges ",
pre2013_44241,20111219,2011,napa county,napa county,---,1800,3.0,,900,0,$1800 / 3br - 900ft² - CALISTOGA  COTTAGE,
5291881086,20151120,2015,kentfield / ross,kentfield,marin,12000,4.0,,4800,0,,
pre2013_52514,20120203,2012,san jose north,san jose,santa clara,2130,3.0,,1300,0,$1988 / 3br - 1300ft² - Berryessa and Milpitas Area Townhouse Corner Unit,
pre2013_145703,20060223,2006,parkside,san francisco,san francisco,1500,2.0,,,0,"$1500 / 2br - Flat for Rent  1954 19th Ave., SF",
pre2013_122207,20040810,2004,north beach / telegraph hill,san francisco,san francisco,2075,1.0,,,0,$2075 / 1br - Tastefully furnished 4 rm. Flat on Telegraph Hill/ from Dec.04 ,
4600336926,20140803,2014,menlo park,menlo park,san mateo,5500,3.0,,1550,0,Downtown Menlo Park Lifestyle,
pre2013_116667,20010625,2001,san francisco,san francisco,san francisco,1725,1.0,,,0,$1725 - 1 Bd 1035 Sutter Street,
pre2013_94251,20040830,2004,noe valley,san francisco,san francisco,1850,1.0,1.0,-,0,"$1850 / 1br - Large, sunny 1 Bedroom 1 Bath",
pre2013_77566,20090118,2009,oakland east,oakland,alameda,1600,3.0,,,0,$1600 / 3br - ***COMPLETELY REMODELED DUPLEX w/GARAGE*** -,
4788699447,20141230,2014,pacific heights,san francisco,san francisco,7600,2.0,2.0,1550,0,GORGEOUS 2 bed/2 bath in Luxury Pac Heights Bldng GOLDEN GATE VIEWS!!,"This incredibly LARGE and REMODELED 2 huge bedrooms with 2 large full bathrooms apartment home is located at 2140 Pacific Avenue in prime Pacific Heights. This 5th floor unit has INCREDIBLE Golden Gate Bridge  and city VIEWS!!! As you walk into your apartment you enter a large foyer which leads to the living room and separate dining room. The foyer and dining room have designer lighting fixtures in keeping with the buildings style and grace. The master bedroom has a large en-suite bathroom with separate bathtub and shower.  This unit also has lots of closet space (including a brand-new closet system in the master bedroom closet) and telecom system to allow guests to enter the building lobby. Enormous picture windows allow for tons of light. With 10' ceilings throughout, original crown moldings, gorgeous refinished hardwood floors and an enormous wood-burning FIREPLACE, this apartment has the grace of the 1920's style. This REMODELED unit features an exquisite and large kitchen with GRANITE countertops all (brand-new) full size STAINLESS appliances including: luxury brand ""Fisher & Paykel""refrigerator, (GAS) stove/oven, microwave, garbage disposal and dishwasher.2140 Pacific Avenue also includes both a resident elevator, as well as a service elevator. In addition, the buildings roof deck has lounge chairs, with stunning San Francisco and Golden Gate Bridge Views!To view this unit please contact the on-site manager, Kathleen, at  show contact infoYou can also visit our website at www.copelandparkproperties.comNo pets please. 2140 Pacific Avenue received a 92% on walking score and is steps away from all the shops and restaurants on Fillmore Street.  *In building parking available for $300.00 *Included in Rent: Heat, Hot Water, Water, Trash & Sewer, Free Bike Storage *Please note: This unit is dedicated as smoke-free*Pictures below of building and similar unit"
pre2013_136581,20050207,2005,oakland lake merritt / downtown,oakland,alameda,895,1.0,,,0,"$895 / 1br - Great Unit Close to Telegraph Shops & BART, Completely Updated, Photos ",
5797709758,20160925,2016,petaluma,petaluma,sonoma,2340,2.0,,1028,0,"favorite this post

 9월 24
A perfect blend of sophistication and elegance!


$2340

                2br -
                1028ft2 -
            

 (1 Lakeville Circle, Petaluma, CA 94954)

 사진
                            지도







hide this posting



restore this posting",
pre2013_30386,20110320,2011,hayward / castro valley,hayward,alameda,1390,1.0,,,0,"$1390 / 1br - ""RELAX... ENJOY THE POOL VIEW"" / BRIGHT AND INVITING / WASHER & DRYER",
pre2013_105578,20040711,2004,mountain view,mountain view,santa clara,1225,2.0,2.0,,0,$1225 / 2br - Wonderful 2 bed 2 bath Floorplans $99 Deposit!!!,
pre2013_4619,20080613,2008,san jose south,san jose,santa clara,2130,2.0,,,0,$1450 / 2br - Blossom Hill Road 2/1 Condo -,
pre2013_22817,20120304,2012,berkeley,berkeley,alameda,1750,2.0,,,0,$1750 / 2br - apt for rent in a triplex,
5741247458,20160820,2016,oakland hills north / montclair,oakland,alameda,3500,3.0,,1200,0,8월 19 House Oakland Lincoln Heights for Rent   $3500 / 3br - 1200ft2 -    (oakland piedmont / montclair)   사진 지도    hide this posting  표시,
pre2013_49205,20120109,2012,napa county,napa county,---,1950,2.0,,,0,$1950 / 2br - Corner Lot Home with Large Back Yard,
pre2013_110563,20041112,2004,daly city,daly city,san mateo,1025,1.0,,,0,"$1025 / 1br - 586 CLARINADA, # 1, DALY CITY",
pre2013_95704,20040915,2004,inner richmond,san francisco,san francisco,1650,1.0,,,0,$1650 / 1br - Inner Richmond Sunny 1br,
4666904306,20140914,2014,mountain view,mountain view,santa clara,1995,,,530,0,"Private Bike Locker, Beautiful garden, pool, spa, gym, gated community",
5407778116,20160122,2016,oakland east,OAKLAND,alameda,1495,2.0,1.0,900,0,Oca 21 2BR/1BA with Big Living Room   $1495 / 2br - 900ft2 -    (oakland east)   resim har.,
5410215690,20160126,2016,corralitos,corralitos,santa cruz,2500,2.0,,,0,Oca 25 Cute Aptos Home   $2500 / 2br -    (aptos)   resim har.,
pre2013_77647,20090118,2009,san mateo,san mateo,san mateo,3100,4.0,,,0,"$3100 / 4br - Immediate Avail, Upgrades, One Level, Submit Pet Req -",
pre2013_39386,20111129,2011,pacific heights,san francisco,san francisco,16500,7.0,,,0,$16500 / 7br - One of a kind Queen Ann Victorian. 2 decks ~ JWavro ,
pre2013_45247,20111222,2011,berkeley,berkeley,alameda,650,3.0,,,0,$650 ATTIC APT 3 BED (FURN)(UTILITIES=INC),
pre2013_88274,20040611,2004,nob hill,san francisco,san francisco,1700,1.0,,,0,$1700 / 1br -  Nob Hill Elegant REMODELED W/PANORAMIC VIEW OPEN Sat+Sun 2:00-4:30,
6379103261,20171108,2017,san jose north,san jose,santa clara,2130,2.0,,1103,0,"$2800- W/D in unit, Granite tops with $1500 off in Dec! what a gift!",
pre2013_52262,20120125,2012,danville / san ramon,san ramon,contra costa,1326,1.0,,702,0,$1326 / 1br - 702ft² - Have Your New Home Ready For The Big Game!,
pre2013_71522,20120714,2012,oakland hills south,oakland,alameda,1350,2.0,2.0,1200,0,"$1350 / 2br - 1200ft² - PENTHOUSE apartment, GATED PARKING, XXX-Large 2bd-2ba",
pre2013_133206,20050101,2005,cupertino,cupertino,santa clara,1650,2.0,,,0,"$1650 / 2br - One level Updated 2br,2ba,2 car Garage ",
pre2013_23012,20120304,2012,cupertino,cupertino,santa clara,4000,5.0,,2170,0,$4000 / 5br - 2170ft² - GORGEOUS 5 BR Single Home! Montavista TOP Cupertino Schools,
pre2013_60435,20120321,2012,milpitas,milpitas,santa clara,1000,3.0,2.0,,0,$1000 / 3br - 3BR/2BA Single Family House - Milpitas ,
pre2013_128114,20041026,2004,oakland east,oakland,alameda,1000,2.0,,,0,"$1000 / 2br - Apt for Rent  2050 Harrington St. Apt # 2.,  Oakland ",
5625432931,20160609,2016,santa cruz,santa cruz,santa cruz,1700,1.0,,,0,"6月 8 One bedroom Apt, All utilities included, walking distance to downtown   $1700 / 1br -    (santa cruz)   图片 地图    hide this posting restore this posting",
pre2013_17566,20120202,2012,gilroy,gilroy,santa clara,910,3.0,,1315,0,$910 / 3br - 1315ft² - Large and in Charge nice house,
pre2013_39568,20111129,2011,vallejo / benicia,vallejo,solano,950,1.0,,900,0,$950 / 1br - 900ft² - 1br in heritage district with views,
pre2013_69955,20120623,2012,sunnyvale,sunnyvale,santa clara,1595,1.0,,,0,"$1595 / 1br -  LARGE, Upstairs with Balcony and Covered Carport!",
4924547222,20150309,2015,san francisco,san francisco,san francisco,3200,2.0,,1040,0,quite corner unit condo in great location!,
pre2013_128646,20041101,2004,belmont / san carlos,belmont,san mateo,1600,2.0,,,0,$1600 / 2br - TOP OF THE HILL ,
pre2013_91591,20040724,2004,sea cliff,san francisco,san francisco,1250,2.0,1.0,,0,"$1250 / 2br - 2 BR, 1 BA - Completely Remodeled, Bright and Clean",
pre2013_46426,20111228,2011,danville / san ramon,san ramon,contra costa,1679,2.0,,956,0,$1679 / 2br - 956ft² - We Accept Large Dogs at Our Pet Friendly Community!,
pre2013_34048,20111114,2011,presidio hts / laurel hts / lake st,san francisco,san francisco,5417,3.0,,,0,$5417 / 3br - Belles Townhomes - an unique place to live ~ JWavro ,
pre2013_123855,20040830,2004,richmond / point / annex,richmond,contra costa,975,,,,0,$975  - RARE OPPORTUNITY-  LIVE ON A SAILBOAT DOCKED IN PT RICHMOND! ,
pre2013_49489,20120115,2012,pacific heights,san francisco,san francisco,5600,2.0,,1590,0,$5600 / 2br - 1590ft² - SUN. OH 1-3//PENT/2/2/2 VIEWS,
pre2013_147047,20060509,2006,pacific heights,san francisco,san francisco,3100,2.0,,,0,"$3100 / 2br - Location! Sunny, bright, spacious. Remodeled kitchen. Private deck",
pre2013_144383,20050603,2005,palo alto,palo alto,santa clara,1245,1.0,,,0,"$1245 / 1br - GREAT GATED COMM., GE APPL, POOL, SPA, FITNESS CENTER (*PHOTOS*) ",
4651205665,20140904,2014,union city,union city,alameda,2425,2.0,,1065,0,You Want To Live Here! Charming and Spacious Apartments!,
pre2013_102087,20041208,2004,visitacion valley,san francisco,san francisco,1395,2.0,,,0,$1395 / 2br - 2 Bedrooms & Sun room  House - Visitacion Valley,
pre2013_125427,20040916,2004,mountain view,mountain view,santa clara,500,2.0,,,0,2br - Luxury apartment living. 1st month FREE + $500 moving allowance ,
pre2013_29762,20110120,2011,presidio hts / laurel hts / lake st,san francisco,san francisco,11950,3.0,,,0,"$11950 / 3br - 2.5ba, Lg 3-level single fm hs, remdld, 2cr grg, lg deck&yd, pets nego",
pre2013_17208,20120201,2012,santa cruz,santa cruz,santa cruz,1534,1.0,,,0,$1534 / 1br - We have the apartment that you have been looking for...,
pre2013_47771,20120104,2012,san jose north,san jose,santa clara,2130,1.0,,,0,"$921 / 1br - Designated for active adults (55+), Belovida at Newbury Park celebrates a concep",
6359737302,20171025,2017,rohnert pk / cotati,rohnert park,sonoma,1825,2.0,,840,0,2x1 unit available! cc,
pre2013_115615,20040723,2004,san jose west,san jose,santa clara,2130,2.0,2.0,,0,"$1250 / 2br - 2ba duplex, 1yr lease, deposit, no pets",
pre2013_40436,20111206,2011,berkeley,berkeley,alameda,765,,,752,0,"$765 / 752ft² - Quiet, safe, charming room: Move-in Jan 1 ",
pre2013_11495,20110724,2011,financial district,san francisco,san francisco,1650,1.0,,,0,$1650 / 1br - AZARI PM; Open House @ 520 Grant *4-5pm Sun 7/24,
pre2013_105361,20040708,2004,burlingame / hillsborough,burlingame,san mateo,1395,1.0,1.0,,0,$1395 / 1br - One Bedroom  Bath w/ Loft Available,
pre2013_47049,20111230,2011,santa clara,santa clara,santa clara,1965,2.0,,1051,0,$1965 / 2br - 1051ft² - Last day to CATCH this rate.. Immediate Move in required,
5445001493,20160219,2016,danville / san ramon,san ramon,contra costa,4190,4.0,3.0,3350,0,Feb 18 Beautiful 4br 3ba House for Rent in the Blackhawk area of Danville   $4190 / 4br - 3350ft2 -    (danville / san ramon)   map,
5525548902,20160406,2016,san leandro,san leandro,alameda,2880,4.0,,,0,"Nis 5 Lovely home -- 4 to 5 bed 1.5 ba, 1 laun, 1.5 dine, 1 living, BIG YARD!   $2880 / 4br -    (san leandro)   resim har.",
pre2013_50017,20120116,2012,vallejo / benicia,vallejo,solano,850,2.0,,700,0,"$850 / 2br - 700ft² - 2br/1bt, duplex, one story, water and garbage paid by owner",
5374090036,20151225,2015,presidio hts / laurel hts / lake st,san francisco,san francisco,13000,4.0,,,0,,
5560869335,20160505,2016,sonoma,sonoma,sonoma,2650,3.0,,,0,"5月 4 Remodeled Home, Close to Plaza!   $2650 / 3br -    (sonoma)   图片 地图",
pre2013_91761,20040726,2004,pacific heights,san francisco,san francisco,8000,3.0,,,0,$8000 / 3br - Spacious remod Vict; 3brm; 2 fam rm; dks; grdn; 3.5 ba; 3 prkg; elegan,
pre2013_137976,20050221,2005,richmond / point / annex,richmond,contra costa,1025,2.0,1.0,,0,$1025 / 2br - Bartels Prop.Mgmt. Remodeled 2 bdrm 1 bath upst.apt. ,
5440881567,20160216,2016,napa county,napa county,---,3100,2.0,,924,0,Şub 15 Furnished St Helena Two Bedroom   $3100 / 2br - 924ft2 -    (napa county)   resim har.,
pre2013_99823,20041109,2004,san francisco,san francisco,san francisco,1300,2.0,,,0,$1300 / 2br - Unit in Single Family House,
pre2013_43896,20111217,2011,napa county,napa county,---,975,1.0,,,0,$975 / 1br - Vineyard Cottage,
pre2013_55975,20120229,2012,pacifica,pacifica,san mateo,1634,1.0,,624,0,$1634 / 1br - 624ft² - Hillside Location Near San Francisco! Incredible Views! ,
pre2013_52646,20120203,2012,napa county,napa county,---,1580,2.0,,800,0,"$1580 / 2br - 800ft² - Charming, Private Cottage on Estate",
pre2013_105573,20040711,2004,palo alto,palo alto,santa clara,1100,1.0,,,0,$1100 / 1br - Cute Garden Apartment,
5538114237,20160414,2016,dublin / pleasanton,dublin,alameda,3741,3.0,,1309,0,Nis 13 Enormous Three Bedroom!! Walk to BART!!   $3741 / 3br - 1309ft2 -    (dublin / pleasanton / livermore)   resim har.,
pre2013_155626,20060103,2006,concord / pleasant hill / martinez,concord,contra costa,975,1.0,,,0,$975 / 1br - 1 bd. HOUSE w/ fenced YARD off Monument Blvd. Concord,
5565106113,20160515,2016,sausalito,sausalito,marin,4500,3.0,,1500,0,May 15 Sausalito Houseboat to Rent (furnished)   $4500 / 3br - 1500ft2 -    (sausalito)   pic map    hide this posting restore this posting,
pre2013_141121,20050331,2005,oakland lake merritt / downtown,oakland,alameda,1275,2.0,1.5,,0,"$1275 / 2br - 1551 Madison Street, 2 bed/1.5 bath, Quiet Building, Large and Sunny ",
4571145672,20140716,2014,fairfield / vacaville,fairfield,solano,1900,4.0,2.0,1430,0,Beautiful 4 bedroom 2 bath home for rent *newly remodeled*,
pre2013_135275,20050122,2005,nob hill,san francisco,san francisco,3300,2.0,2.0,,0,$3300 / 2br - 2ba Stylish & Roomy w/ 24 hour Valet Parking & Nice City View! ,
5077255351,20150616,2015,lakeshore,san francisco,san francisco,1800,1.0,1.0,486,0,"In Law Unit - 1 BR/1 BA + Living room - Close to UCSF, USF, &amp; SFSU",
pre2013_31776,20110924,2011,russian hill,san francisco,san francisco,4500,2.0,,,0,$4500 / 2br - TERRIFIC RUSSIAN HILL APARTMENT,
pre2013_126751,20041013,2004,richmond / point / annex,richmond,contra costa,1550,3.0,,,0,$1550 / 3br - RENT REDUCTION FOR YARDWORK ,
pre2013_109360,20041014,2004,daly city,daly city,san mateo,1325,2.0,1.0,,0,$1325 / 2br - 2 Bedroom - 1 Bathroom Apt Available,
4233163175,20131222,2013,west portal / forest hills,san francisco,san francisco,4950,3.0,,2000,0,    Dec 22  Merced Manor house close to Stonestown   $4950 / 3br - 2000ft² -    (west portal / forest hill)   pic map   ,
5818441951,20161008,2016,campbell,campbell,santa clara,1795,1.0,,625,0,"이 게시물을 즐겨찾기로 설정

10월  7
Campbell walk to Pruneyard & Downtown


$1795

                1br -
                625ft2 -
            

 (campbell)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",
5829445289,20161015,2016,excelsior / outer mission,san francisco,san francisco,2000,1.0,1.0,500,0,"이 게시물을 즐겨찾기로 설정

10월 15
1 Bedroom 1 Bath In-Law Unit In A Quiet Neighborhood


$2000

                1br -
                500ft2 -
            

 (excelsior / outer mission)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",
5785444051,20160917,2016,glen park,san francisco,san francisco,2850,2.0,,1000,0,"favorite this post

 9월 16
2 Bd Rm Top Floor/walk to Bart/Glen Park


$2850

                2br -
                1000ft2 -
            

 (glen park)

 사진
                            지도







hide this posting



restore this posting",
pre2013_138501,20050226,2005,oakland hills south,oakland,alameda,825,1.0,1.0,,0,"$825 / 1br - Junior 1 Bed/1 Bath, New Appliances & Cabinets, Hdwds, Sunny (Photos) ",
pre2013_53139,20120207,2012,san jose central,san jose,santa clara,2130,3.0,2.0,,0,$2000 / 3br - @@All Utilities+WiFi included 3 Rooms 2 Baths Single House@@,
pre2013_96353,20040922,2004,san francisco,san francisco,san francisco,500,2.0,,,0,$500 / 2br - 2 Bedroom Home in Kansas... currently being remodeled...,
pre2013_106350,20040720,2004,san mateo,san mateo,san mateo,1000,1.0,,,0,$1000 / 1br - 1-bedroom house,
pre2013_17799,20120207,2012,oakland east,oakland,alameda,1250,2.0,,,0,$1250 / 2br - Available Now!! This Single Family Home Just Came on the Market,
pre2013_134751,20050117,2005,santa rosa,santa rosa,sonoma,950,2.0,,,0,$950 / 2br - Pool/Private/Landscaped Two Bed Apt ,
pre2013_137939,20050221,2005,redwood city,redwood city,san mateo,1095,2.0,,,0,$1095 / 2br - ALL UTILS PAID/ NEAR DOWNTOWN ,
pre2013_122089,20040809,2004,albany / el cerrito,el cerrito,contra costa,1050,2.0,,,0,$1050 / 2br - 3349 Belmont Ave. El Cerrito ,
5429293561,20160201,2016,napa county,napa county,---,4000,3.0,2.5,2121,0,Şub 1 Brand new 3 Bedrooms 2 1/2 Bathroom Luxury Home at Riva Reserve in Nap   $4000 / 3br - 2121ft2 -    (napa county)   resim har.,
pre2013_149946,20060613,2006,daly city,daly city,san mateo,2300,4.0,,,0,$2300 / 4br - 91 Westline Dr.,
pre2013_24860,20060721,2006,hayward / castro valley,hayward,alameda,1100,2.0,,,0,$1100 / 2br - small 2 bedroom house (hayward / castro valley),
pre2013_6425,20090216,2009,SOMA / south beach,san francisco,san francisco,1550,1.0,,,0,"$1550 Junior Bedroom Unit... SOMA District (MUNI, BART, Bus Lines) -",
pre2013_32438,20111102,2011,belmont / san carlos,belmont,san mateo,2100,2.0,,1100,0,$2100 / 2br - 1100ft² - Condo Like Apt.,
pre2013_51884,20120124,2012,san jose north,san jose,santa clara,2130,1.0,,734,0,$1744 / 1br - 734ft² - This is the perfect top floor home for you! Call us today!,
5763479363,20160903,2016,san leandro,san leandro,alameda,2525,2.0,,1225,0,"favorite this post

 9월  2
GORGEOUS HOME IN A PERFECT SERENE LOCATION*MOVE IN READY*CALL NON


$2525

                2br -
                1225ft2 -
            

 (san leandro)

 사진
                            지도







hide this posting



restore this posting",
pre2013_4550,20080613,2008,oakland lake merritt / downtown,oakland,alameda,2100,3.0,,,0,$2100 / 3br - House with washer/dryer + parking - furnished  -,
pre2013_145919,20060228,2006,civic / van ness,san francisco,san francisco,1225,0.0,,,0,"$1225  - Beautiful penthouse style studio apt! Great location,refurbished!!",
pre2013_25412,20070407,2007,oakland hills south,oakland,alameda,2000,2.0,,,0,"$2000 / 2br - Beautiful Home Oakland Hills  4751 Fair Ave., Oakland",
pre2013_104654,20040627,2004,mountain view,mountain view,santa clara,1250,2.0,1.0,,0,$1250 / 2br - 1 ba Charming CONDO on 2025 Ca St...MV,
5382603831,20160101,2016,san jose,san jose,santa clara,2130,1.0,,550,0,Ara 31 Won't last! 1 bed unit with private entrance   $1495 / 1br - 550ft2 -    (San Jose)   resim har.    [×] [geri al],
pre2013_51875,20120124,2012,saratoga,saratoga,santa clara,2800,2.0,,1800,0,$2800 / 2br - 1800ft² - Walk  to Saratoga Village,
5752250144,20160827,2016,healdsburg / windsor,healdsburg,sonoma,1900,3.0,,,0,favorite this post   8월 26 Single Level CLOVERDALE   $1900  3br -    (healdsburg / windsor)   사진 지도        hide this posting    restore this posting,
pre2013_143112,20050510,2005,corte madera,corte madera,marin,2050,3.0,,,0,$2050 / 3br - Convenient commute location! Price reduced! ,
pre2013_6108,20090129,2009,san jose south,san jose,santa clara,2130,2.0,,,0,$2100 / 2br - TOWNHOUSE STYLE COMMUNITY WITH GARAGES AND FREE MONEY!!! HURRY -,
pre2013_93599,20040822,2004,presidio hts / laurel hts / lake st,san francisco,san francisco,1495,1.0,,,0,"$1495 / 1br - Large, New Carpet, Lots of Closets, Laundry, Garage Parking Available",
6480282923,20180201,2018,oakland west,oakland,alameda,5695,6.0,3.0,,0,"""FULLY REMODELED"" 6 Bdrm, 3 Bath, House","Apartment walking distance to VTA Light Rail, Caltrain Station, Bus, and Downtown San Jose.Near Highway 87, off of Park Ave.  Dine-in kitchen, living room, full bathroom, and one bedroom.  Approximately 500 s.f.  Quiet upstairs unit, ideal for one person.  Kitchen features gas stove with oven, hood, and refrigerator. Includes wall heating, coin-operated laundry on-site, and 1 carport space.   Rent: $1,895.00/monthRent includes water, garbage & landscapeSecurity Deposit: $1,895.00Application Fee: $30.00No Pets and No Smoking AllowedDeposits subject to Credit & Income qualifications, and background check.FOR MORE INFORMATION please email me with your phone number so I can get back to you or call  show contact info."
4930273119,20150316,2015,castro,san francisco,san francisco,6500,3.0,2.0,1200,0,Gorgeous formal updated 2-3br/2ba home- Available 4/15/15 2car,
pre2013_55501,20120227,2012,oakland north,oakland,alameda,1225,1.0,,650,0,"$1225 / 1br - 650ft² - Large, Bright,Hardwood,nr Piedmont Ave-huge closets/Kaiser",
pre2013_16782,20120130,2012,sunnyvale,sunnyvale,santa clara,1900,2.0,,1281,0,$1900 / 2br - 1281ft² - Townhouse for rent,
pre2013_66568,20120504,2012,north beach / telegraph hill,san francisco,san francisco,1924,0.0,,,0,$1924 $500 DepositSpecial Open House Monday 1PM-2PM! NorthBeachLuxury Studio,
pre2013_50346,20120117,2012,dublin / pleasanton,dublin,alameda,2180,2.0,,1290,0,"$2180 / 2br - 1290ft² - Stunning, Spacious Dublin Ranch Condo in Great Location!",
3812291732,20130518,2013,nob hill,san francisco,san francisco,2750,1.0,,,0,    I HAVE YOUR NEW APT!!This is where you want to live!WALK TO DT-Fin D    $2750 / 1br -    (nob hill)   img   ,
5497579456,20160323,2016,napa county,napa county,---,2800,2.0,,,0,Mar 22 In Town St Helena Bungalow   $2800 / 2br -    (napa county)   resim har.,
4855471442,20150120,2015,palo alto,palo alto,santa clara,4700,3.0,2.0,,0,2ba Cozy Midtown Palo Alto Single Family Home,
pre2013_7617,20100709,2010,civic / van ness,san francisco,san francisco,2334,1.0,,,0,"$2334 / 1br - City Views from this Downtown Corner 1bd, New Luxury Highrise!",
pre2013_117599,20040205,2004,alameda,alameda,alameda,700,0.0,,,0,$700  - Upper level studio close to Alameda's Crab Cove ,
5087261354,20150623,2015,corralitos,corralitos,santa cruz,1295,0.0,,333,0,Aptos Studio,
pre2013_40936,20111209,2011,san bruno,san bruno,san mateo,1925,2.0,,,0,$1925 / 2br - Lovely Westside San Bruno 2 Bedroom,
